step,Qk_bin_0,Qk_bin_1,Qk_bin_2,Qk_bin_3,Qk_bin_4,Qk_bin_5,Qk_bin_6,Qk_bin_7,Qk_bin_8,Qk_bin_9,Qk_bin_10,Qk_bin_11,Qk_bin_12,Qk_bin_13,Qk_bin_14,Qk_bin_15,Qk_bin_16,Qk_bin_17,Qk_bin_18,Qk_bin_19,Qk_bin_20,Qk_bin_21,Qk_bin_22,Qk_bin_23,Qk_bin_24,Qk_bin_25,Qk_bin_26,Qk_bin_27,Qk_bin_28,Qk_bin_29
728,1.0,1.0,0.73713297,-4.671757e-06,-4.6840555e-06,-4.2460615e-06,-8.094068e-06,-1.520137e-06,3.3596157e-06,1.5635596e-05,-1.2981244e-05,1.03982475e-05,3.0226809e-06,-6.2396666e-06,-4.274879e-06,-2.6785008e-05,9.337052e-06,2.7165232e-05,-6.7148535e-06,2.0194855e-05,-6.3690404e-06,4.7947293e-07,-1.0365362e-05,2.975262e-06,-2.8857182e-06,-2.19866e-07,2.4672352e-07,1.3316084e-06,-1.2705691e-07,2.7646436e-07
729,1.0,1.0,0.7371436,-1.2813028e-06,-1.2548998e-06,7.988865e-06,4.4220956e-06,-2.6913845e-06,-7.3573988e-06,-4.770066e-06,-5.037971e-06,2.2005393e-06,-5.0996714e-06,-1.1656815e-05,1.24428425e-05,-2.075076e-05,9.320885e-06,1.3097159e-05,-3.6056776e-06,-1.1298728e-05,-8.001394e-06,-2.2632191e-06,-1.7451774e-05,-8.608587e-07,1.644424e-06,-2.8424042e-06,-1.6089951e-06,1.2476371e-06,-4.9329066e-07,-1.3987254e-07
730,1.0,1.0,0.7371542,9.0725337e-07,3.1264642e-06,5.04869e-07,-1.5856025e-05,-1.2606197e-05,4.839039e-06,-8.5491337e-07,-4.3494388e-06,-3.3380695e-06,1.1915004e-05,-3.0017296e-05,-3.743271e-06,9.772852e-06,-1.4991351e-05,5.850961e-06,-1.3085215e-06,-8.166734e-06,2.4812725e-06,-1.8695047e-07,-1.2908368e-06,2.6701389e-06,6.0313164e-07,4.0028272e-07,-1.3799539e-06,-5.435975e-07,7.993551e-07,-6.729543e-08
731,1.0,1.0,0.7371648,-1.2542677e-06,-2.9539572e-06,-6.178282e-07,-9.649626e-07,2.8405273e-06,7.546718e-06,-1.2679378e-05,3.9312573e-07,-5.486338e-06,1.562114e-05,-2.1128022e-05,-8.399493e-06,-3.912598e-06,-3.001107e-05,4.7558002e-05,8.288087e-06,2.8238094e-06,-7.228197e-07,-3.9949578e-06,2.3417194e-06,5.614758e-07,-1.9201948e-06,-4.796419e-06,1.349948e-06,4.22406e-07,4.2804143e-07,2.1871331e-07
732,1.0,1.0,0.7371754,-2.9769797e-06,-1.2994116e-06,-2.1789108e-06,-1.9975782e-06,7.1597347e-06,1.6344136e-05,-7.800531e-06,3.279267e-06,3.736432e-06,-6.132406e-06,-2.0369704e-05,1.432555e-06,-1.0351441e-05,2.7538586e-06,3.0652118e-05,-1.0573991e-06,-5.55689e-07,1.4396481e-06,3.3002318e-06,-3.912165e-06,4.5631197e-07,-1.2039652e-06,8.53048e-07,-2.987542e-06,-1.3733468e-07,9.5092844e-07,-8.171156e-10
733,1.0,1.0,0.737186,5.3232327e-07,3.7178363e-06,-1.8087664e-07,-1.8087967e-06,2.3740567e-06,1.61875e-05,-6.364882e-06,-9.663497e-06,-8.979197e-06,3.6396414e-06,-1.3706699e-05,2.8211593e-06,4.957048e-06,1.1745838e-05,2.4915025e-05,-1.6672682e-05,5.186833e-06,-3.4748293e-06,-1.4840351e-06,2.5214085e-06,9.125619e-07,1.638832e-06,-1.1691167e-07,-5.802342e-07,1.3959531e-07,2.3601814e-07,5.9322268e-08
734,1.0,1.0,0.7371966,1.1970387e-06,5.1391685e-06,1.1153122e-06,-1.7495373e-05,-5.429301e-06,2.3339458e-05,1.0230623e-06,-2.114485e-06,-1.7898155e-05,1.0638148e-05,6.58632e-06,-1.9744192e-07,-3.3857302e-06,-6.5061863e-06,1.8157974e-05,3.8114795e-06,1.0274708e-05,5.676104e-06,9.163056e-06,-6.082407e-06,-2.764888e-06,-7.200275e-07,-2.3629098e-06,9.159802e-08,4.2287337e-07,2.9374968e-07,4.0736725e-07
735,1.0,1.0,0.73720723,-3.2201794e-07,1.0822881e-05,-2.8005647e-06,-4.321548e-06,-9.283569e-06,1.38116075e-05,-6.736617e-06,2.6722294e-06,-2.1322705e-05,3.0952026e-06,-2.1319156e-05,-3.214035e-05,-9.529138e-06,-1.372671e-05,1.5618942e-05,-1.0434078e-05,2.5784234e-06,3.0424142e-06,-3.7215113e-06,5.4606534e-08,3.5905023e-06,-5.6442773e-06,3.6841095e-06,2.342386e-07,7.32224e-07,8.0423774e-07,-1.6371475e-08
736,1.0,1.0,0.73721784,1.1284228e-06,3.910373e-06,6.9696544e-06,-7.118016e-06,-3.2092114e-08,1.14065015e-05,-2.5757422e-06,-9.856706e-06,-7.803388e-06,3.827841e-06,-4.864731e-06,1.1253044e-06,-7.579199e-06,-1.4566342e-05,5.137165e-05,-4.267587e-06,-6.770727e-06,3.1979258e-07,-3.991901e-06,-8.355022e-06,7.0031033e-06,1.3974958e-06,2.2370991e-06,1.118987e-06,9.2401723e-07,3.062505e-07,2.5666267e-07
737,1.0,1.0,0.7372284,1.2367096e-06,-2.8428055e-06,-2.1883816e-06,-4.2484285e-06,-2.2619538e-06,2.1870392e-05,-5.116497e-06,2.1882192e-05,1.5361817e-05,2.2808536e-05,-2.0813843e-05,-2.9770595e-06,1.4629944e-05,1.8385425e-06,6.070754e-06,-1.9260191e-05,-6.459245e-06,1.0303499e-05,-4.072031e-06,-6.3169714e-06,1.8767234e-06,3.0618319e-06,9.842236e-08,2.0948883e-06,-1.0468091e-06,9.898791e-08,1.3140179e-07
738,1.0,1.0,0.737239,1.7873124e-06,7.6073984e-06,-5.85651e-07,-1.12378025e-07,7.4985196e-06,1.7591597e-05,-1.1656857e-05,-2.8953232e-06,-1.636833e-05,2.0616912e-05,-1.0599387e-05,9.816146e-06,-2.710649e-05,5.226013e-06,1.2128508e-05,3.5857327e-06,-1.0648471e-06,3.6146619e-06,-7.0021895e-07,-7.4499565e-07,-1.289355e-07,-4.606257e-06,2.5313143e-06,6.274831e-07,-4.0595253e-07,-1.6794134e-07,-6.0373594e-08
739,1.0,1.0,0.7372496,2.0204156e-06,8.140225e-06,7.807891e-06,-1.3642841e-05,-1.3453471e-05,1.8950495e-05,1.417004e-05,-5.9480612e-08,-2.0534962e-06,2.083083e-05,-1.546441e-05,7.957551e-07,-2.9103273e-07,-8.210236e-06,3.7263733e-05,2.9791538e-06,-2.2482457e-06,-8.967087e-06,-8.107013e-06,-3.6445424e-06,-1.6867027e-06,4.0741215e-06,9.566248e-07,3.9632187e-07,-9.909751e-07,-8.225706e-07,-2.2250418e-07
740,1.0,1.0,0.7372602,7.194899e-07,6.997579e-06,3.2884807e-06,-6.253482e-06,-2.1452217e-06,6.3198863e-06,5.544272e-06,9.150461e-06,1.609547e-05,-2.774623e-05,-2.0857988e-05,4.6440286e-06,-1.7436285e-05,-3.108903e-06,-9.116093e-06,1.7121629e-05,1.7115219e-06,-2.9858677e-06,-5.6166377e-06,-1.1145692e-06,1.33974e-06,4.2639203e-06,-8.013971e-07,3.2610296e-06,4.5824933e-07,-4.866761e-07,-2.0465738e-08
741,1.0,1.0,0.73727083,-3.4013142e-06,-5.053523e-06,-1.9930983e-06,-2.064775e-06,-1.0098855e-05,2.4533123e-05,1.4497887e-05,-2.02585e-05,8.056739e-06,-3.258002e-05,1.49439675e-05,-3.0521576e-05,1.6314874e-05,1.1138758e-05,4.7962443e-05,4.347642e-06,-1.11049285e-05,-5.97028e-06,-1.3274074e-05,-2.3215527e-07,-6.038528e-07,1.1479226e-06,-2.1271468e-07,-1.2497499e-06,-7.278774e-07,2.5319324e-07,2.2502665e-07
742,1.0,1.0,0.73728144,9.624688e-07,-3.0135789e-06,-4.322271e-06,-8.066759e-06,-2.2586692e-06,-3.8637136e-06,1.2767883e-07,1.21948015e-05,-2.0431537e-05,1.1033965e-05,-6.460526e-06,5.763837e-06,3.0877409e-06,6.7311253e-06,1.8117104e-05,-1.4111768e-05,4.143851e-06,-8.26835e-06,7.175678e-07,-4.035725e-06,2.3346013e-06,-6.8951354e-06,-1.2208184e-06,-1.6488793e-06,1.3510775e-06,-1.7281982e-07,-1.501777e-07
743,1.0,1.0,0.73729205,7.005028e-07,3.644454e-07,-3.3000752e-06,9.5969405e-08,-2.263055e-06,1.4478018e-05,7.952075e-06,3.7870834e-06,-1.820918e-05,9.658854e-06,-5.1257957e-06,-2.7866066e-05,-1.4299644e-06,1.7952532e-05,3.122243e-05,1.8782734e-05,1.117024e-05,-2.2628656e-06,-5.3737613e-06,3.71508e-06,4.2093684e-06,5.7922136e-07,1.1762678e-06,-1.6779213e-06,1.4934109e-06,1.0870293e-06,8.55334e-11
744,1.0,1.0,0.73730266,2.8686197e-06,1.4335852e-06,-3.7921986e-06,-1.600312e-05,-1.1233955e-05,8.0379425e-07,6.031514e-06,-6.0059415e-06,2.1882775e-05,-3.32127e-07,5.926102e-07,-7.2223156e-06,1.02855065e-05,4.3420223e-06,6.6859575e-06,2.2644146e-05,4.463266e-06,-9.244993e-06,-5.002965e-07,-1.0884141e-05,-4.4966596e-06,4.8805214e-06,-9.1362256e-07,-5.5068017e-07,2.0673651e-06,-7.21648e-07,6.3996474e-08
745,1.0,1.0,0.7373132,2.7486813e-06,-6.939481e-06,1.8188306e-05,-1.19755705e-05,-5.8347005e-06,3.072268e-05,-3.1561842e-06,-5.325316e-06,-1.1190313e-05,1.2690003e-05,8.038538e-06,1.1808367e-05,5.4283673e-06,-7.5066087e-06,1.8601376e-06,-5.454258e-06,3.7586494e-06,-3.0513684e-06,8.670879e-06,1.1062901e-06,6.268844e-06,-1.228443e-06,-2.3618527e-06,1.1766945e-06,7.809791e-07,-7.457619e-07,-1.820497e-07
746,1.0,1.0,0.7373238,4.7407134e-06,6.5928934e-06,-2.7818523e-06,-8.789552e-06,-9.379218e-06,1.4918992e-05,-1.9242825e-05,6.2118334e-06,-1.6532218e-05,1.2604324e-05,2.5061898e-05,-9.0938e-06,4.224787e-06,8.2870383e-07,-7.393892e-07,8.512947e-07,-5.840197e-06,7.8467116e-07,1.4706636e-06,-7.4921168e-06,3.6693314e-07,-1.9455197e-06,1.0505098e-06,1.673283e-06,7.9239527e-07,-6.52629e-07,-1.666084e-07
747,1.0,1.0,0.73733443,4.667354e-06,2.2403328e-06,1.04800665e-05,-2.0731613e-05,-2.3951166e-05,8.857736e-06,-1.1951178e-05,1.4950287e-05,-1.9114346e-05,-1.6395794e-05,-6.119149e-06,3.0832157e-06,-4.3501277e-06,-1.293456e-05,-7.420611e-07,2.6981681e-05,8.439588e-06,2.021047e-05,7.1938957e-06,-1.2887552e-06,-1.2593621e-06,-3.7217578e-06,9.462073e-07,-6.9242255e-08,-4.3119255e-07,2.702768e-07,-1.6847854e-07
748,1.0,1.0,0.73734504,-7.4995614e-07,3.7663103e-06,-4.8661923e-07,6.3637583e-07,-1.00245015e-05,2.5893049e-05,-1.3194382e-05,1.4091731e-05,8.8566185e-06,-3.609387e-06,2.0818286e-05,1.19209435e-05,6.1478377e-06,1.0724858e-05,6.151623e-06,1.3728336e-06,1.6197689e-08,-5.5419778e-06,-5.410356e-06,1.1991957e-05,4.810884e-06,2.601412e-07,-1.1688469e-06,5.974475e-07,-7.2314316e-07,1.7323087e-07,-3.4012888e-07
749,1.0,1.0,0.73735565,1.4588496e-06,3.0556487e-07,8.17451e-06,-1.52220055e-05,-1.7372015e-05,1.796195e-05,5.5522355e-06,1.0836115e-05,-5.1448756e-06,1.0757562e-05,-1.768203e-06,1.6168226e-05,3.3244908e-06,-1.8343946e-05,2.0154139e-05,2.7292365e-06,4.285274e-06,-5.788938e-06,-5.149334e-06,-4.750973e-06,6.491966e-06,1.8769265e-06,2.4348092e-06,8.841855e-07,-5.1084777e-07,7.749846e-07,-1.5846341e-07
750,1.0,1.0,0.73736626,7.275031e-07,-3.003866e-06,3.2843923e-06,-8.408238e-06,1.2463352e-05,3.574988e-05,-2.050309e-06,1.4430643e-05,2.0013596e-05,1.9093317e-05,-2.5408734e-05,1.5604797e-05,3.30869e-06,1.542232e-06,6.0079014e-06,-1.9305233e-05,8.761667e-06,-4.2995052e-06,-4.0269792e-06,-2.4193548e-06,3.252113e-07,-2.6361326e-06,-9.369969e-08,-4.656641e-07,4.6299522e-07,-8.051682e-07,1.5624107e-07
751,1.0,1.0,0.73737687,-1.6760954e-06,2.4800906e-06,7.0999936e-06,-1.661188e-05,9.827947e-07,1.2536522e-05,-1.6573815e-06,-6.7542246e-06,1.1445696e-05,-1.625697e-06,-3.9254373e-05,4.6295027e-06,1.0487453e-06,-3.434343e-06,2.49212e-06,-9.008533e-06,5.3008202e-06,-1.8174693e-05,6.188701e-06,-8.280125e-07,-6.25888e-07,6.042884e-06,6.0336225e-07,-2.0890236e-06,-1.312034e-07,6.5269955e-07,2.5040868e-07
752,1.0,1.0,0.7373875,3.911718e-06,-8.56782e-07,-7.044572e-08,-1.0031338e-05,-1.4221401e-05,1.903031e-05,-3.288421e-06,-1.4241596e-06,-1.0519065e-06,3.9875476e-06,-2.7865622e-06,4.014434e-06,-1.3080761e-05,-2.0717393e-07,2.9295688e-05,1.8254312e-05,1.154127e-06,1.0423202e-05,-8.085593e-06,-1.2054787e-06,-5.7158113e-06,-1.6786291e-07,-2.3863113e-06,1.4772547e-06,-3.8076075e-07,7.363902e-08,-2.2671335e-07
753,1.0,1.0,0.737398,-6.5724186e-07,-4.3762207e-06,-2.897076e-07,1.5275623e-06,4.6800756e-06,1.939468e-05,-1.533704e-05,6.342048e-06,4.265761e-06,2.909716e-06,-1.1659307e-05,8.945515e-06,-1.5092292e-05,-1.4662741e-05,4.950164e-06,2.9483837e-07,-1.7767687e-06,9.852496e-07,-6.738158e-06,3.7036145e-06,7.5312755e-07,1.5229053e-06,1.3237703e-06,4.302652e-07,4.7518185e-07,-2.4661722e-07,4.9444907e-08
754,1.0,1.0,0.73740864,1.8006702e-06,3.5453788e-06,6.016324e-06,4.6019136e-07,1.2107857e-05,1.2841838e-05,4.626922e-07,1.4900399e-05,-8.652518e-06,-1.3763316e-05,6.8552295e-06,3.1045194e-05,-1.7915332e-05,-7.056238e-06,3.9857856e-05,-1.3480056e-05,6.349428e-06,-4.2430725e-06,-2.5551226e-06,1.1567806e-05,1.9232843e-06,-5.685455e-07,-5.4474015e-07,1.2566231e-06,1.0410345e-06,1.0904636e-06,-1.7336211e-07
755,1.0,1.0,0.73741925,-2.8097747e-06,6.705233e-06,7.1507407e-06,-1.40930415e-05,-2.903151e-06,-5.391909e-06,3.6316198e-06,2.0703634e-05,2.1217973e-05,-3.104294e-06,1.2333153e-06,2.3021781e-05,-1.6197777e-05,5.6116446e-06,3.6152356e-05,1.4865903e-05,1.8386943e-06,2.1699423e-06,-1.0139843e-06,-2.6972928e-06,-1.15637895e-05,-2.5932989e-06,-9.830078e-07,-8.889934e-07,-5.8114747e-08,6.011647e-07,3.517673e-08
756,1.0,1.0,0.73742986,3.5890669e-06,-5.480574e-06,4.5244286e-07,3.0195115e-06,-2.9209139e-06,1.0246602e-05,-3.6183326e-06,-4.1015132e-06,-1.3163049e-06,3.6797785e-06,-6.0191655e-06,2.2666231e-06,-1.5278025e-05,-4.927808e-06,2.3910782e-06,-7.4923155e-06,-1.7242954e-05,9.161608e-06,-2.1291073e-06,2.4080728e-06,-8.214515e-07,-2.2406487e-06,-3.9116044e-06,6.920515e-07,6.0027196e-07,-3.6135015e-07,1.8659958e-07
757,1.0,1.0,0.73744047,2.0397738e-06,6.166056e-07,2.9861221e-06,-1.794106e-05,-8.746112e-06,8.592178e-06,1.3422626e-05,7.428626e-07,1.04923165e-05,-1.8301649e-06,-2.6231532e-05,-3.1429543e-05,2.5583719e-05,6.3346993e-06,3.9507777e-06,4.7249573e-06,2.1644191e-06,5.0570357e-06,1.9208744e-06,5.773091e-07,4.7987705e-06,-5.753972e-06,1.1175918e-06,5.6344976e-07,-1.0763077e-06,-4.327315e-07,1.7440176e-07
758,1.0,1.0,0.7374511,-2.3406898e-07,1.0161547e-05,1.2937646e-05,-3.469045e-06,-9.450944e-06,-9.184778e-06,-7.73878e-06,-1.8350827e-05,2.0925074e-06,1.0995254e-05,-7.802375e-08,-2.791725e-05,1.6652739e-05,-2.038063e-06,-3.828661e-06,-1.3677937e-05,-1.2484998e-05,8.367509e-06,-4.1088174e-06,4.285456e-06,-9.497186e-06,1.3592451e-06,-7.3096237e-07,-9.554677e-07,7.067985e-07,2.0735574e-07,1.15713554e-07
759,1.0,1.0,0.7374617,9.181004e-07,8.47151e-06,1.8790511e-06,-4.53305e-06,-7.398583e-06,-4.1932376e-06,2.2803513e-06,7.5203125e-06,1.4319675e-06,-1.4241046e-05,-3.2550055e-05,-1.7070024e-05,1.0667128e-05,-1.7020931e-05,1.7018807e-05,7.997797e-06,8.012554e-06,2.7668571e-08,-3.4104166e-06,-2.230113e-06,2.2622025e-07,7.611909e-07,-4.3983473e-06,-2.4368245e-07,-1.9401657e-06,-8.329067e-07,4.059834e-08
760,1.0,1.0,0.73747224,4.2249926e-06,1.8705397e-06,7.713367e-07,1.4384458e-06,-6.03469e-06,2.487009e-05,9.171425e-06,-1.672915e-05,-8.925383e-06,2.5335135e-06,-3.2231803e-06,7.690508e-06,-6.2638437e-06,9.190872e-06,1.33621925e-05,-2.1764194e-05,1.0185244e-05,-4.6056007e-06,-9.3234385e-06,-1.7522743e-06,1.9998977e-06,-1.252802e-06,1.3460043e-06,-3.906204e-07,-1.389727e-06,-2.3006405e-07,5.1492033e-09
761,1.0,1.0,0.73748285,-4.948723e-07,4.2025335e-06,1.0746091e-05,-2.010132e-06,-1.6695827e-05,1.29919945e-05,-8.386741e-06,-4.703161e-06,-1.2100115e-05,5.552644e-06,1.6661996e-05,-3.7060656e-06,7.984376e-06,1.0609501e-05,2.1294495e-06,1.0040248e-05,-1.0095888e-05,4.819736e-06,-1.1149799e-05,-6.130979e-06,1.7395935e-06,-6.277308e-07,-3.0163774e-06,-1.9816853e-06,-8.7114444e-08,6.209408e-07,-1.6157868e-07
762,1.0,1.0,0.73749346,-3.0026795e-06,5.109028e-06,-2.783636e-06,5.615779e-06,-9.353276e-06,1.3983655e-05,2.3730387e-05,1.5439163e-06,1.893259e-05,6.167424e-06,-5.3875688e-06,-2.768026e-05,1.18395765e-05,-3.7333884e-06,7.509293e-06,-9.489073e-06,6.49887e-06,-7.714497e-06,-4.6178957e-06,-3.6700394e-06,3.2188e-06,-5.326649e-06,-3.553427e-07,-5.85921e-08,5.216939e-07,-7.2406755e-07,-1.6841116e-07
763,1.0,1.0,0.73750407,1.3549817e-06,7.0909464e-06,-2.1024052e-06,-1.1881328e-05,-5.7473612e-06,7.1403456e-06,-8.627043e-06,9.656231e-07,9.378284e-06,-9.505552e-06,1.2485427e-06,3.534525e-06,1.0508386e-05,-8.72735e-07,2.9712812e-05,8.1426315e-06,-5.725106e-06,3.355568e-06,-2.7398858e-06,-2.503509e-06,-1.2310901e-06,4.7808403e-06,-1.1570253e-06,6.4344187e-07,2.8383756e-08,-2.0105445e-07,-1.745502e-07
764,1.0,1.0,0.7375147,-2.845968e-06,-5.408999e-06,6.26615e-06,3.913137e-06,-1.3856623e-05,1.17284435e-05,7.800117e-06,-9.567641e-06,3.1389554e-06,1.7213673e-05,-1.9489657e-06,1.7652408e-05,-1.1366601e-05,9.2743685e-06,2.0290612e-05,-2.4652977e-06,3.0926972e-06,-1.0265246e-05,8.13169e-06,-3.3070026e-07,-3.9352676e-06,3.784065e-07,-1.3989118e-07,2.34071e-07,2.6476016e-07,-3.719257e-08,5.890675e-08
765,1.0,1.0,0.7375253,-1.3558357e-06,-5.596645e-06,6.8130876e-06,-1.06718835e-05,-1.5883764e-06,2.4341556e-05,-3.4940206e-06,-1.3112831e-06,1.1447542e-05,-2.1668719e-05,-2.2023878e-05,-7.696351e-06,-2.8603633e-06,1.2972296e-05,1.2926274e-05,-9.28525e-06,-2.2577256e-06,2.5425688e-06,7.144023e-06,6.0713965e-06,-3.491884e-06,1.5959736e-06,3.7640464e-06,-1.333612e-07,1.1528157e-06,-7.144084e-09,5.6252368e-08
766,1.0,1.0,0.73753583,2.1180406e-06,5.5065284e-06,-9.497446e-06,-3.7150323e-06,1.024762e-05,1.5356638e-05,-7.911841e-07,3.3014794e-06,-3.8565933e-05,6.6863927e-06,-2.3366432e-05,3.558964e-05,-7.1772506e-06,-1.20144305e-05,4.1783285e-05,-4.6843616e-06,-1.2622941e-05,3.4828051e-06,9.8741075e-06,-4.9407763e-06,-4.912737e-06,-3.035338e-06,-5.714043e-07,1.2786641e-06,-3.16603e-07,-3.4598287e-07,2.2433315e-07
767,1.0,1.0,0.73754644,3.947457e-06,8.859995e-06,1.0425236e-05,-2.8594036e-06,-9.491662e-06,-1.17626705e-05,2.251672e-05,2.4690896e-06,1.6114876e-06,-9.510224e-06,3.04996e-06,-2.622536e-06,-1.1251524e-05,-5.747241e-06,8.057355e-06,1.7675176e-05,6.7833084e-06,2.3389255e-06,-1.2885176e-06,-1.4289288e-06,-3.777476e-06,3.5189478e-07,-1.0568871e-06,-1.55812e-06,2.4381194e-07,-7.949521e-07,-1.9405546e-07
768,1.0,1.0,0.73755705,-1.0999761e-06,6.06466e-06,-2.7132737e-06,-1.3594122e-05,-8.938188e-06,7.5186445e-06,-2.369043e-07,-4.346981e-07,-6.877071e-06,-4.7352764e-06,2.1826598e-05,5.380989e-06,1.8248693e-05,-6.632224e-06,2.3738849e-05,2.9111545e-06,-1.0081623e-05,8.21996e-06,8.304802e-06,-5.8902137e-06,3.4157974e-06,1.1822643e-06,-3.5357098e-06,-1.0393605e-06,-2.2986343e-07,-5.892196e-07,1.5867403e-07
769,1.0,1.0,0.73756766,1.6903703e-06,-4.6822693e-06,8.435101e-06,-1.3505074e-05,-2.1051108e-06,1.430155e-05,-5.2118726e-06,7.2687303e-06,1.2336275e-06,1.5402542e-05,5.109732e-07,9.138516e-06,1.9072388e-05,-8.464135e-06,1.4319998e-05,6.699265e-06,-8.423471e-06,-7.931741e-06,-6.5794216e-06,-3.8964254e-07,-3.4291857e-06,-3.913077e-07,1.6136051e-06,7.345499e-07,-4.163286e-07,3.2941634e-07,2.0516441e-07
770,1.0,1.0,0.7375783,1.63657e-06,-7.346473e-07,-3.1314724e-07,-1.5900065e-05,2.8725233e-06,-4.4717336e-07,8.324315e-06,-6.1855635e-06,9.501484e-06,-1.9904066e-06,7.050748e-06,5.8705955e-06,-8.292803e-06,1.9690431e-05,-1.306833e-05,2.0732605e-06,6.2349504e-06,-1.667541e-05,-9.620785e-06,2.4901854e-06,2.2246552e-06,-5.877109e-07,3.2629991e-06,-4.3980026e-07,1.2384089e-07,-1.0781722e-06,-1.5487315e-07
771,1.0,1.0,0.7375889,4.9520027e-06,-1.3668332e-06,6.5844592e-06,5.016019e-06,5.789337e-06,3.3689827e-05,1.0270731e-05,2.8891698e-06,6.583034e-08,-2.7350203e-05,-5.6673866e-06,-1.4759879e-05,5.675885e-07,-1.0560782e-06,3.5039626e-05,8.740793e-06,1.8960288e-06,6.486597e-07,4.243791e-06,4.697912e-06,-4.0903763e-07,1.1153336e-06,1.1103545e-07,-1.8154299e-07,6.864128e-07,7.752456e-07,1.6104506e-08
772,1.0,1.0,0.73759943,1.6438889e-06,-9.920653e-08,9.271792e-06,5.426709e-06,4.126907e-06,1.1870608e-05,2.4260696e-06,1.1143403e-05,2.1085276e-05,-2.247477e-06,-3.1538673e-06,-8.134347e-06,7.0210017e-06,-9.1839235e-07,2.5543062e-05,-3.174195e-06,6.204958e-06,5.0730414e-06,1.2309608e-05,7.5828825e-06,1.4277229e-06,-2.4926217e-06,-1.0403752e-06,1.0585044e-06,1.0285137e-06,4.1331626e-07,-3.4055356e-07
773,1.0,1.0,0.73761004,2.5000481e-06,-1.4566176e-07,-3.12316e-06,2.0702032e-06,9.646373e-06,1.9994686e-05,-9.26902e-06,-2.3929647e-06,-8.724703e-06,1.6977936e-05,-1.9589435e-05,5.8412576e-07,-2.1275871e-05,3.1684508e-06,8.288882e-06,-3.2350467e-06,-1.5986243e-06,8.121126e-07,-4.512648e-08,-1.3628242e-06,-3.84417e-06,2.1556683e-07,-1.3778174e-06,-2.535535e-06,3.1339985e-07,1.7286946e-07,-2.0225285e-08
774,1.0,1.0,0.73762065,-1.4257505e-06,-2.826186e-07,-5.979066e-06,-5.947221e-06,-6.282016e-08,-5.0333506e-07,1.3427822e-06,-7.967618e-06,7.913219e-06,-1.716483e-05,-1.3819989e-05,1.4944582e-06,-1.9134492e-05,1.5294352e-06,-1.23719865e-05,1.23999425e-05,-5.4747704e-07,7.5338316e-06,-2.5226832e-06,8.615451e-06,-1.5037178e-06,7.812279e-07,2.471031e-06,-1.8846293e-07,6.4924257e-07,3.422314e-07,3.350433e-08
775,1.0,1.0,0.73763126,4.1984567e-06,5.557485e-06,-4.1199287e-06,-5.7305974e-06,-1.192207e-05,-9.295196e-06,-8.1191765e-06,-4.07839e-07,8.473845e-06,6.4399496e-06,3.347147e-06,-7.084698e-06,-1.4451488e-05,1.7362112e-05,3.5483172e-06,3.39933e-06,-6.2821723e-06,1.6546434e-06,2.5215923e-06,-8.0222327e-07,-4.2111333e-06,1.4316877e-06,-1.9335375e-06,6.1392717e-07,-3.3124042e-08,4.4903555e-08,3.648788e-07
776,1.0,1.0,0.7376419,6.1173455e-07,-5.922423e-06,-1.129432e-05,-5.4297234e-06,-1.2865007e-05,1.50834e-05,-1.1083322e-05,-2.2385722e-05,1.7474827e-05,-6.6088876e-07,-1.3167418e-06,-8.606143e-06,-8.671803e-07,-1.30805e-05,2.9047125e-05,-3.9323363e-06,-9.401933e-06,4.0169953e-06,-6.982021e-06,1.8345354e-06,3.625874e-06,-3.3024346e-08,-1.7784852e-06,9.215532e-08,1.0952059e-06,7.0528057e-07,1.6317323e-07
777,1.0,1.0,0.7376524,9.4061767e-07,-3.2140968e-06,1.0603437e-05,-1.4605234e-05,6.1646087e-06,1.0342818e-05,-1.5527601e-07,1.5677986e-05,-2.0820926e-06,-3.599485e-06,1.0585754e-05,6.9668404e-06,2.153479e-06,1.3557811e-06,1.0289063e-05,1.1800176e-05,-6.2666277e-06,3.929815e-07,-8.855845e-06,2.9421687e-06,-1.5694552e-06,1.8191691e-06,1.2604847e-06,-8.8124386e-07,-2.7875896e-07,3.4924585e-07,1.5733191e-07
778,1.0,1.0,0.73766303,4.867706e-08,4.5644897e-06,5.072172e-06,-3.3406336e-06,3.3121182e-07,9.923357e-06,3.817758e-06,-2.7816473e-06,1.2182678e-05,1.1573479e-05,-1.5986594e-05,-4.788419e-06,-9.23763e-06,-7.755116e-06,-2.4068675e-06,1.9078718e-06,9.926061e-06,1.228963e-06,2.5456634e-06,-3.993231e-07,2.1149187e-06,-1.6481769e-06,-4.9652624e-07,8.0234634e-07,1.2876224e-06,7.478465e-07,-2.1936549e-07
779,1.0,1.0,0.73767364,-1.9511422e-06,8.996181e-09,-1.6485262e-06,-7.932046e-06,1.0353207e-06,1.3212066e-05,1.086291e-05,-1.0886065e-06,-1.6974256e-05,-1.9381796e-05,3.875729e-06,-3.709582e-07,-3.4521315e-06,9.361246e-06,1.918e-05,-1.140669e-05,-5.9481436e-06,2.9902526e-06,4.017143e-06,-3.016992e-06,1.9841445e-06,-2.7968971e-07,-7.1514995e-07,4.48944e-07,-6.9697484e-07,-1.2516524e-07,-2.2350426e-08
